Palabra;Lexema;Tristeza;Miedo;Alegria;Ira;Asco
girar;gir;1,1;1,55;1,35;1,2;1,2
girasol;girasol;1,05;2,85;1,05;1;1
giratorio;giratori;1,1;1,81;1,71;1,29;1,19
giro;gir;1,23;1,63;1,8;1,17;1,27
gitana;gitan;1,55;1,65;2;1,85;2,05
gitano;gitan;1,1;1,55;1,9;1,65;1,75
glaciación;glaciacion;2,05;1,8;2,63;1,53;1,5
glacial;glacial;1,65;1,58;1,45;1,3;1,15
glaciar;glaci;1,73;1,8;2,17;1,37;1,17
gladiolo;gladiol;1;2,2;1;1,08;1,5
glamour;glamour;1,27;1,4;3,03;1,3;1,63
glándula;glandul;1,1;1,65;1,35;1,2;1,75
glaucoma;glaucom;3,67;1,4;3,35;2,67;2,47
global;global;1,3;2,45;1,35;1,1;1,45
globalización;globaliz;2,05;2;2;1,75;1,58
globo;glob;1,17;1,37;3,4;1,07;1
globular;globul;1,5;1,78;1,42;1,15;1,71
gloria;glori;1,17;1,33;3,9;1,1;1
glorieta;gloriet;1;1,6;1,3;1,47;1,5
gloriosa;glorios;1,2;3,4;1,15;1,3;1
glorioso;glorios;1,1;3,5;1,2;1,4;1,15
glucosa;glucos;1,4;2,2;1,3;1,05;1,35
glúteo;glute;1,05;2,55;1,15;1,25;1,55
gobernabilidad;gobern;2,4;1,75;2,15;2,37;2,37
gobernación;gobern;1,9;1,4;2,15;2,6;2,2
gobernador;gobern;2,4;2,47;1,33;2,73;2,23
gobernadora;gobern;1,5;2,15;1,6;2,15;1,35
gobernante;gobern;2,25;1,25;2;1,85;2,15
gobernar;gobern;2,35;1,55;2,3;2,2;1,95
gobierno;gobiern;3;1,25;2,25;2,8;2,55
goce;goc;1,2;1,33;4,53;1,1;1,1
gol;gol;1,25;3,55;1,35;1,6;1,35
goleada;gol;1,75;2,65;1,45;1,7;1,4
goleador;goleador;1;2,5;1,15;1,25;1,2
golf;golf;1,15;2,2;1;1,35;1,1
golfista;golfist;1;1,07;1,21;1,25;1,18
golfo;golf;1,7;1,63;1,63;1,83;2,03
golondrina;golondrin;1,5;1,43;3,03;1,03;1,4
golpe;golp;2,5;2,77;1,1;3,03;1,57
golpear;golp;2,87;3,3;1,07;4,13;2,53
golpista;golpist;2,21;1,17;2,88;2,71;2,44
goma;gom;1,07;1,07;1,23;1,1;1,13
góndola;gondol;1,27;1,17;3;1,03;1,13
gonorrea;gonorre;3,4;1,15;3,4;3,05;4,16
gordo;gord;2,17;1,3;1,43;1,33;1,43
gordura;gordur;2,57;2,13;1,3;1,93;2,13
gorila;goril;1,3;2,83;2,5;1,37;1,3
gorjear;gorj;1,33;1,7;1;1,38;2
gorra;gorr;1;1;1,77;1;1,1
gorrino;gorrin;1,16;1,8;1,32;1,84;2,35
gorrión;gorrion;1,23;1,47;3,1;1,2;1,17
gorriona;gorrion;1,19;2,05;1,41;1,28;1,39
gorro;gorr;1,17;1,17;2,17;1,23;1,27
gota;got;1,7;1,2;1,63;1,37;1,3
goteo;gote;1,5;1,55;1,45;2,1;1,6
gótica;gotic;1,65;1,8;1,6;1,55;1,3
gótico;gotic;2,05;2,05;1,85;2,1;1,75
gozar;goz;1,4;1,47;4,3;1,57;1,37
gozo;goz;1;3,95;1,1;1,11;1,05
gozoso;gozos;1,1;1,3;4,5;1,07;1
grabación;grabacion;1,3;2,6;1,65;1,2;1,2
grabado;grab;1,3;2,3;1,3;1,15;1,2
grabador;grabador;1,15;1,58;1,25;1,2;1,3
grabar;grab;1,25;2,45;1,45;1,35;1,05
gracia;graci;1,07;1;4,2;1,2;1,13
gracioso;gracios;1;4,2;1,05;1,2;1,25
grada;grad;1,05;2,15;1,11;1,4;1,15
gradiente;gradient;1,15;1,37;1,37;1,21;1,17
grado;grad;1,4;1,9;2,2;1,4;1,4
graduación;graduacion;1,45;4,15;1,45;1,3;1,05
graduada;gradu;1,1;1,6;4,93;1;1
graduado;gradu;1,63;2,27;4,67;1,07;1,03
gradual;gradual;1,25;2,15;1,5;1,5;1,3
graduar;gradu;1,35;3,25;1,47;1,15;1,05
graffiti;graffiti;1,55;2;1,1;1,5;1,55
grafía;graf;1,1;2,15;1,05;1,1;1,21
gráfica;grafic;1,2;1,63;1;1,3;1,1
gráfico;grafic;1,27;1,37;1,4;1,17;1,27
grafito;grafit;1,16;1,55;1,2;1,37;1,2
grafo;graf;1;1,42;1,08;1,29;1,23
gramática;gramat;1,15;1,6;1,4;1,45;1,5
gramatical;gramatical;1,25;1,75;1;1,45;1,5
gramo;gram;1,5;1,6;1,5;1,2;1,3
gran;gran;1,16;2,3;1,26;1,2;1,1
grana;gran;1,06;1,93;1,2;1,21;1,27
granada;gran;2,72;3,17;1,69;2,59;1,79
granadina;granadin;1,05;1,85;1,15;1,15;1,21
granadino;granadin;1;2,58;1;1,25;1,79
granate;granat;1,2;2,55;1;1,3;1,21
grande;grand;1,05;2,9;1,35;1,25;1,2
grandeza;grandez;1,35;3,45;1,45;1,25;1
grandioso;grandios;1,13;1,83;3,87;1,07;1,03
grandísimo;grandisim;1,55;2,68;1,7;1,25;1,35
granero;graner;1,2;1,8;1,42;1,1;1,45
granito;granit;1,3;1,8;1,35;1,1;1,8
granizada;graniz;1,25;2;1,65;1,5;1,25
granizado;graniz;1,15;3;1,3;1,1;1
granizar;graniz;1,55;2,45;1,95;1,45;1,5
granizo;graniz;1,75;2,2;1,75;1,7;1,5
granja;granj;1,3;1,23;2,67;1,2;1,73
granjero;granjer;1,23;1,07;2,2;1,07;1,37
grano;gran;1,93;1,7;1,07;2;3,13
grapadora;grapador;1,03;1,2;1,13;1;1
grasa;gras;1,77;1,7;1,1;1,79;3,2
grata;grat;1,17;2,8;1,17;1,05;1,18
gratificante;gratif;1,05;3,65;1;1,35;1,2
gratis;gratis;1,07;1,2;4,33;1,13;1,07
gratitud;gratitud;1,05;3,8;1;1,05;1
grato;grat;1,05;3;1;1,1;1,1
gratuidad;gratuid;1,11;3,5;1,33;1,1;1
gratuita;gratuit;1;3,7;1,05;1,05;1
grava;grav;1,24;1,11;1,44;1,59;1,3
gravar;grav;1,7;2,05;1,5;1,37;1,18
grave;grav;4;4,13;1,1;2,8;1,63
gravedad;graved;2,8;1,25;2,75;2,05;1,75
gravísimo;gravisim;3,35;1,1;3,25;3,4;1,9
gravitación;gravit;1;2,6;1,26;1,05;1,2
gravitacional;gravitacional;1,05;1,85;1,2;1,3;1,16
gravitatorio;gravitatori;1,25;1,9;1,11;1,5;1,2
gregoriano;gregorian;1,47;1,6;1,74;1,24;1,59
gremial;gremial;1,21;1,21;1,39;1,38;1,22
gremio;gremi;1,5;1,47;1,5;1,5;1,45
griego;grieg;1,5;2,5;1,1;1;1,1
grieta;griet;1,9;2,63;1,07;1,8;1,53
grifo;grif;1,05;1,95;1,05;1,1;1,2
grillo;grill;1,2;1,5;2,03;1,2;2,23
gripe;grip;2,2;1,05;2,6;1,95;3,25
gris;gris;2,45;2,05;1,5;1,4;1,4
grisáceo;grisace;2,55;1,83;1,65;1,4;1,7
grita;grit;2,4;2,45;2,65;2,75;1,85
gritar;grit;2;2,25;2,75;3,95;2,2
gritería;grit;2,73;1,44;2,07;3,22;2,53
grito;grit;2,27;3,37;2,17;2,97;1,5
gritón;griton;2,4;1,35;2,25;3,9;2,85
grosería;gros;2,8;1,1;2,2;3,55;3,05
grosero;groser;2,3;2,1;1,1;3,4;3,3
grosor;grosor;1,65;1,95;1,25;1,2;1,45
grotesco;grotesc;2,2;1,25;1,85;2,95;2,6
grúa;gru;1,2;1,21;2,05;1,89;1,15
grueso;grues;1,47;1,5;1,3;1,37;1,53
grulla;grull;1,17;1,89;1,33;1,44;1,26
gruñido;gruñ;2,1;1,55;2,85;3,25;1,8
gruñir;gruñ;2,35;1,05;2,3;2,8;1,75
grupal;grupal;1,15;2,45;1,45;1,25;1,4
grupo;grup;1,15;3,2;1,4;1,35;1,25
gruta;grut;1,11;1,56;1,53;1,4;1,5
guacamayo;guacamay;1;1,9;1,1;1,05;1,45
guadaña;guadañ;2,04;3,2;1,16;1,56;1,44
guagua;guagu;1,06;2,63;1,18;1,11;1,43
guante;guant;1,23;1,2;1,87;1,13;1,37
guantes;guant;1,13;1,07;2;1,1;1,43
guapa;guap;1,17;1,2;4;1,17;1,13
guapo;guap;1,13;1,27;3,77;1,17;1,07
guaraná;guaran;1,06;2,36;1;1,12;1,13
guarda;guard;1,32;1,95;1,6;1,5;1,25
guardaespaldas;guardaespald;1,43;2,17;1,27;1,6;1,27
guardameta;guardamet;1,11;2,05;1;1,28;1,29
guardar;guard;1,3;2,95;1,15;1,25;1,15
guardería;guard;1,27;1,3;3,53;1,13;1,17
guardia;guardi;1,37;1,87;1,57;1,8;1,67
guardián;guardian;1,27;1,73;2,27;1,4;1,13
guardiana;guardian;1,2;2;1,4;1,25;1,15
guarida;guar;2;2,8;2,05;1,25;1,45
guarnición;guarnicion;1;2,5;1,11;1,25;1,3
guatemalteco;guatemaltec;1;1,89;1,27;1,27;1,8
gubernamental;gubernamental;1,76;1,8;1,4;2,15;1,8
guepardo;guepard;1,05;2,74;2,3;1,35;1,05
guerra;guerr;4,43;4,37;1,13;4,37;3,03
guerrera;guerrer;2,35;3;2,45;2,65;1,5
guerrero;guerrer;2,2;2,83;2;2,9;1,7
guerrilla;guerrill;2,95;1,2;2,85;3,1;2,55
guerrillero;guerriller;2,35;1,45;2,95;3,05;2,1
gueto;guet;3,06;1,22;2,71;3,07;2
guía;gui;1;2,5;1;1,25;1
guiar;gui;1,3;2,7;1,5;1,35;1,15
guillotina;guillotin;3,66;4,14;1,1;3,45;2,66
guindilla;guindill;1,35;1,68;1,8;1,35;1,9
guindo;guind;1;1,46;1,09;1,08;1,38
guiño;guiñ;1,13;1,17;3,2;1,27;1,4
guión;guion;1,47;1,73;2,87;1,5;1,13
guionista;guionist;1,15;2,7;1,15;1,4;1,3
guipuzcoana;guipuzcoan;1,21;1,89;1,05;1,12;1,17
guirnalda;guirnald;1,06;2,89;1;1,05;1,2
guisa;guis;1,32;2,13;1,33;1,44;1,28
guisantes;guisant;1,15;1,55;1,21;1,35;1,9
guiso;guis;1,5;2,79;1;1,2;1,3
guitarra;guitarr;1,4;3,25;1,05;1;1
guitarrista;guitarr;1,35;3,55;1,15;1,05;1
gusano;gusan;1,5;2,33;1,4;1,53;3,8
gustar;gust;1,17;1,6;4,43;1,2;1,17
gusto;gust;1,05;3,3;1,1;1,1;1,05
gustoso;gustos;1,2;4,2;1,1;1;1,15
habas;hab;1,06;1,45;1,06;1,15;1,68
haber;hab;1,3;2,4;1,1;1,15;1
hábil;habil;1,3;3,3;1,15;1,05;1
habilidad;habil;1,33;1,57;3,47;1,27;1,07
habilitación;habilit;1,26;2,6;1,4;1,5;1,1
habilitar;habilit;1,2;2,45;1,3;1,11;1,1
habitable;habit;1,2;3,3;1,2;1,1;1,05
habitación;habit;1,53;1,4;2,67;1,27;1,2
habitaciones;habit;1,2;2,2;1,05;1,1;1,45
habitante;habit;1,27;1,37;2;1,23;1,23
habitar;habit;1,3;2,35;1,05;1,2;1,2
hábitat;habitat;1,25;2,8;1,1;1,05;1,15
hábito;habit;1,47;1,3;1,7;1,13;1,13
habitual;habitual;1,55;1,6;1,3;1,45;1,25
hablante;hablant;1;2,05;1,15;1,35;1,05
hablar;habl;1,05;3,3;1,55;1,2;1,25
hacendado;hacend;1,26;1,79;1,06;1,47;1,53
hacer;hac;1;3,05;1,05;1,5;1,25
hacha;hach;1,47;2,97;1,47;2,33;1,5
hacienda;haciend;2,58;2,94;1,45;2,94;2,68
hacinamiento;hacin;3,38;3,08;1,5;3,42;3,38
hada;had;1,43;1,53;3,17;1,17;1,07
halagador;halag;1,13;1,24;3,83;1,1;1,3
halcón;halcon;1,2;2,6;2,23;1,2;1,4
hallar;hall;1,31;1,53;3,34;1,21;1,31
hallazgo;hallazg;1,34;1,72;3,62;1,21;1,21
halo;hal;1,06;2;1,71;1,18;1,15
halterofilia;halterofili;1,5;1,31;2,1;1,92;2,54
hamaca;hamac;1,17;1,13;3,93;1;1,03
hambre;hambr;3,4;2,63;1,23;3,07;1,87
hambriento;hambrient;3,17;1,93;1,2;2,57;1,2
hambruna;hambrun;4,25;1,11;2,61;3,2;2,5
hamburguesa;hamburgues;1,23;1,33;3,57;1,13;1,43
hámster;hamst;1,23;1,57;2,6;1,27;1,9
haraposo;harap;2,69;1,19;1,43;1,5;2,38
harén;haren;2,36;1,43;1,53;2,93;2
harina;harin;1,1;1,95;1,15;1,05;1,25
harta;hart;3,15;1,05;1,95;3,21;1,75
harto;hart;1,9;1,47;1,07;2,57;1,7
hastío;hasti;1,76;1,53;1,06;1,35;1,71
haya;hay;1,05;1,5;1,05;1,05;1,25
haz;haz;1,06;1,55;1,05;1,68;1,35
hazaña;hazañ;1,2;2,89;1,35;1,26;1,35
hebra;hebr;1,11;1,22;1,06;1,17;1,39
hebreo;hebre;1,25;2,25;1,45;1,05;1,28
hechicera;hechicer;1,55;2,4;2,35;1,3;1,35
hechicero;hechicer;1,3;2;2,13;1,4;1,4
hechizo;hechiz;1,45;2,45;2,15;1,35;1,35
hecho;hech;1,4;1,57;2,4;1,47;1,4
hechura;hechur;1,58;1,5;1,38;1,3;1,08
hectárea;hectare;1,35;1,75;1,25;1,16;1
hectolitro;hectolitr;1,11;1,44;1;1,25;1,12
hectómetro;hectometr;1,17;1,53;1,3;1,37;1,1
hedor;hedor;1,38;1,62;1,15;1,81;4,04
hegemonía;hegemon;1,74;1,69;1,78;1,89;1,58
helada;hel;2,05;2,05;2,25;1,5;1,2
helado;hel;1,4;1,33;3,23;1,07;1,13
helar;hel;1,85;1,4;2,05;1,79;1,25
helecho;helech;1,13;1,75;1,19;1,1;1,16
hélice;helic;1,3;1,55;1,9;1,45;1,05
helicóptero;helicopter;1,15;1,95;1,6;1,2;1,1
helio;heli;1,15;2,3;1,2;1,05;1,1
hembra;hembr;1,05;2,3;1,05;1,25;1,15
hemiciclo;hemicicl;1,33;1,53;1,47;1,25;1,39
hemiplejia;hemipleji;3,67;1;3,17;1,57;2
hemisferio;hemisferi;1,3;2,25;1,3;1,1;1,15
hemoglobina;hemoglobin;1,32;2,1;1,37;1,25;1,16
hemorragia;hemorragi;3,1;1;3,55;2,47;3,45
hendidura;hendidur;1,41;1,41;1,5;1,12;1,72
heno;hen;1,3;1,09;1,09;1,09;1,35
hepática;hepat;2,11;1,11;2,65;1,6;2,22
hepatitis;hepatitis;3,68;1,1;3,5;2,7;2,6
herbácea;herbace;1,16;1,94;1,32;1,21;1,4
heredad;hered;1,44;2,11;1,78;1,47;1,26
heredar;hered;1,9;2,8;1,55;1,4;1,35
heredera;hereder;1,47;3,05;1,45;1,3;1,47
heredero;hereder;1,4;2,7;1,25;1,75;1,75
hereditario;hereditari;1,6;2,6;2,15;1,7;1,75
hereje;herej;1,94;1,25;2,29;2,82;2,12
herejía;herej;2,06;1,24;2,06;2,33;2,06
herencia;herenci;2,1;2,25;1,6;1,45;1,25
herida;her;3,15;1,1;2,95;2,25;3,05
heridas;her;3,03;2,67;1,13;1,93;2,13
herido;her;3,9;3,13;1;1,73;2,2
herir;her;3,97;3,79;1,17;3,86;2,72
hermana;herman;1,2;1,1;3,97;1,5;1
hermanamiento;herman;1,18;2,21;1,1;1,37;1,18
hermanastro;hermanastr;1,65;1,6;1,6;1,15;1,1
hermandad;hermand;1,2;3;1,85;1,5;1,75
hermanito;hermanit;1,2;3,75;1,4;1,25;1,1
hermano;herman;1,47;1,1;4,3;1,47;1,1
hermético;hermet;1,5;1,65;1,85;1,35;1,47
hermetismo;hermet;1,95;1,22;1,56;1,76;2,05
hermosa;hermos;1,1;4,15;1;1,3;1,15
hermoso;hermos;1,2;1,4;4,33;1,17;1,13
hermosura;hermosur;1,3;4;1,1;1;1
hernia;herni;2,39;1,15;2,95;2,79;2,4
héroe;hero;1,3;1,5;3,87;1,33;1,13
heroica;heroic;1,26;3,35;1,1;1,45;1
heroína;heroin;2,83;3;1,73;2,77;3,07
heroísmo;heroism;1,37;2;3,03;1,7;1,5
herpes;herp;3,3;1,1;2,6;2,75;3,9
herradura;herradur;1,15;1,8;1,3;1;1,65
herramienta;herramient;1,17;1,7;1,8;1,37;1,23
herrerillo;herrerill;1,14;1,88;1,21;1,27;1,23
herrero;herrer;1,1;1,2;1,17;1,1;1,07
hervidero;hervider;1,17;1,35;2,06;1,4;1,9
hervir;herv;1,07;1,7;1,47;1,37;1,07
heterogeneidad;heterogen;1,25;2,95;1,2;1,25;1,21
heterogéneo;heterogene;1,35;2,3;1,05;1,55;1,4
heterosexual;heterosexual;1,1;2,6;1,25;1,25;1,15
hexagonal;hexagonal;1;1,55;1,15;1;1,05
hiato;hiat;1,16;1,25;1,1;1,1;1,3
híbrida;hibr;1,15;1,55;1,45;1,05;1,35
hibridación;hibrid;1,28;2,11;1,59;1,2;1,06
híbrido;hibr;1,1;1,9;1,25;1,3;1,6
hidalgo;hidalg;1,11;2,06;1,1;1,24;1,3
hidalguía;hidalgu;1,52;1,38;2;1,43;1,33
hidráulica;hidraul;1,05;1,7;1,58;1,15;1,1
hídrico;hidric;1,11;1,21;1,26;1,06;1,24
hidroeléctrica;hidroelectr;1,05;1,75;1,35;1,1;1,25
hidrógeno;hidrogen;1,2;1,3;1,1;1;1,1
hidrográfica;hidrograf;1;2,26;1,25;1;1,12
hidrológico;hidrolog;1;1,65;1,37;1;1,21
hidromasaje;hidromasaj;1,1;1,03;4,24;1;1,1
hiedra;hiedr;1,05;2,5;1,25;1,4;1,63
hielo;hiel;1,2;1,33;1,97;1,13;1
hiena;hien;1,4;3,33;1,37;1,57;1,9
hierba;hierb;1,1;2,95;1,25;1,1;1,95
hierbabuena;hierbabuen;1,1;3,1;1;1,25;1,45
hierbas;hierb;1,25;2,6;1,1;1,35;1,4
hierro;hierr;1,07;1,17;1,17;1,2;1,13
hígado;hig;1,45;1,37;1,55;1,4;3
higiene;higien;1,15;3,25;1,05;1,2;1,6
higiénico;higien;1,05;3,3;1,15;1,3;1,2
higo;hig;1,1;1,95;1,1;1,05;2,2
higuera;higuer;1,1;2,18;1,16;1;1,4
hija;hij;1,53;2,27;3,77;1,33;1,17
hijastro;hijastr;1,8;1,7;1;1,15;1,35
hijita;hijit;1,1;3,25;1,06;1,15;1,25
hijito;hijit;1,05;3,45;1,1;1,32;1,4
hijo;hij;1,43;2;4,43;1,23;1,33
hilado;hil;1,18;1,89;1,06;1,32;1,22
hilar;hil;1,05;2,05;1,05;1,06;1,15
hilera;hiler;1,15;1,85;1,16;1,37;1,11
hilo;hil;1,3;1,55;1,05;1,3;1
himno;himn;2,15;2,8;1,3;1,35;1,35
hincapié;hincapi;1,15;2,15;1,35;2;1,39
hincar;hinc;1,5;1,88;1,89;1,6;1,5
hincha;hinch;1,9;1,4;1,89;2,7;1,75
hinchada;hinch;1,55;1,75;1,9;1,95;2,55
hinchado;hinch;1,63;1,93;1,43;1,63;2,27
hinchazón;hinchazon;2,1;1,2;2,15;3,1;2,65
hindú;hindu;1,25;1,8;1,15;1,25;1,5
hinduismo;hinduism;1,06;2,42;1,25;1,35;1,26
hipertensión;hipertension;2,45;1,15;2,7;2,95;1,7
hipertexto;hipertext;1,28;1,47;1,26;1,75;2
hipertiroidismo;hipertiroid;2,88;1,33;2,44;1,79;2,05
hípica;hipic;1,1;2,9;1,45;1,2;1,3
hipocresía;hipocres;3,55;1,2;2,9;4,35;4
hipócrita;hipocrit;3,7;1,05;2,25;3,75;3
hipódromo;hipodrom;1,5;2,17;1,22;1,37;2,25
hipopótamo;hipopotam;1,27;2,73;2,7;1,3;1,7
hipoteca;hipotec;3,05;1,1;2,9;3,05;2,6
hipotético;hipotet;1,7;1,75;1,55;1,75;1,45
hispana;hispan;1,25;2,05;1,15;1,15;1,45
hispánica;hispan;1,6;2;1,1;1,25;1,25
hispanista;hispan;1,61;1,79;1,67;1,5;1,79
hispanoamericana;hispanoamerican;1,15;2,15;1,3;1,21;1
histeria;histeri;2,85;1,1;2,9;3,65;2,2
histérica;hister;2,25;1,15;2,84;3,15;2,21
historia;histori;1,8;1,6;2,17;1,53;1,37
historiador;histori;1,3;2,25;1,15;1,1;1,2
historial;historial;1,6;2;1,6;1,3;1,2
histórico;histor;1,25;2,9;1,25;1,25;1,15
historieta;historiet;1,25;2,45;1,1;1,3;1,35
historiografía;historiograf;1,3;1,39;1,25;1,29;1,26
hito;hit;1,33;1,59;1,17;1,11;1,4
hocico;hocic;1,26;2,2;1,3;1,05;1,5
hockey;hockey;1,1;2,05;1,1;1,4;1,15
hogar;hog;1,83;1,5;4,3;1,67;1,23
hoguera;hoguer;1,63;2,1;2,53;1,6;1,07
hoja;hoj;1,57;1,33;2,17;1,3;1,27
hojalata;hojalat;1,3;1,6;1,15;1,22;1,25
holandés;holandes;1,05;2,25;1,4;1,15;1
holandesa;holandes;1;2,35;1;1;1,05
holgado;holg;1,37;1,44;1,67;1,22;1,3
holgazán;holgazan;2,5;1,23;1,23;2,33;1,9
holgura;holgur;1,13;1,81;1;1,4;1,33
holocausto;holocaust;4,7;1,05;4,35;4,2;3,55
hombre;hombr;1,47;1,53;2,57;1,57;1,3
hombrecillo;hombrecill;1,25;2,05;1,1;1,45;1,1
hombrecito;hombrecit;1,15;2,1;1,1;1,3;1,4
hombro;hombr;1,3;2,05;1,15;1;1,15
homenaje;homenaj;2,17;1,23;3,5;1,17;1,03
homicida;homic;3,52;4,24;1,03;3,76;2,62
homicidio;homicidi;4,53;4,33;1;3,83;3,37
homofobia;homofobi;4,05;1;3,1;3,9;3,8
homogeneidad;homogen;1,35;2,1;1,7;1,35;1,7
homogéneo;homogene;1,25;1,8;1,5;1,25;1,55
homólogo;homolog;1;1,35;1,11;1,11;1,21
homónimo;homonim;1,06;1,53;1,11;1,35;1,24
homosexual;homosexual;1,15;3,25;1;1,05;1,1
homosexualidad;homosexual;1,1;2,4;1,05;1;1,15
hondo;hond;2,13;3,33;1,33;1,43;1,33
hondura;hondur;1,43;1,21;2;1,58;1,69
hondureño;hondureñ;1,33;2;1,1;1;1,16
honestidad;honest;1,3;4;1,15;1,35;1,4
honesto;honest;1,27;1,37;3,57;1,17;1,1
hongo;hong;1,7;2,63;1,17;1,7;3,83
hongos;hong;2,37;1,1;2,25;1,95;3,85
honor;honor;1,3;1,8;3,73;1,7;1,3
honorable;honor;1;3,4;1;1;1,1
honorario;honorari;1,42;2,4;1,4;1,1;1,2
honorífico;honorif;1,2;3,55;1,05;1,67;1,05
honra;honr;1,4;2,95;1,15;1,3;1,2
honradez;honradez;1,3;1,3;4,53;1,13;1,07
honrado;honr;1,14;1,07;4,1;1;1,07
honrar;honr;1,35;2,85;1,4;1,35;1,25
honroso;honros;1,11;2,68;1,18;1,11;1,32
hora;hor;1,5;1,8;1,3;1,2;1,1
horaria;horari;1,2;1,8;1,1;1,15;1,05
horario;horari;1,85;1,95;1,15;1,85;1,6
horca;horc;2,82;3,11;1,32;2,46;2,71
horchata;horchat;1,1;3,25;1,2;1,15;2,1
horizontal;horizontal;1,3;1,9;1,1;1;1
horizonte;horizont;1,15;2,55;1,25;1,15;1,05
hormiga;hormig;1,07;1,27;1,37;1,07;1,67
hormigón;hormigon;1,2;1,15;1,5;1,45;1,45
hormigonera;hormigoner;1,4;1,55;1,4;1,35;2,1
hormigueo;hormigue;1,34;2,28;2,48;1,48;1,86
hormiguero;hormiguer;1,03;1,7;1,7;1,3;2,17
hormona;hormon;1,7;2;1,55;1,9;1,15
hormonal;hormonal;1,7;1,75;1,45;1,8;1,2
hornear;horn;1,1;1,3;2,3;1,13;1,1
hornero;horner;1,25;1,67;1,17;1,25;1,17
horno;horn;1,2;2,15;1,6;1,3;1,35
horquilla;horquill;1;1;2,17;1,03;1,07
horrenda;horrend;2,79;1,05;2,7;2,79;3,05
horrible;horribl;3,7;1,25;3,7;3,35;3,15
horror;horror;2,2;4,17;1,13;2,27;1,77
horroroso;horror;2;3,27;1,07;2,37;3,1
hortalizas;hortaliz;1,1;2,4;1,15;1,2;1,45
hortensia;hortensi;1,15;3,1;1,16;1,1;1,25
horticultura;horticultur;1,22;1,94;1,12;1,06;1,21
hospedaje;hospedaj;1,22;3,15;1,21;1,1;1,45
hospital;hospital;3,47;3;1,63;1,7;2,07
hospitalario;hospitalari;2,6;2,32;2;1,45;1,55
hospitalidad;hospital;1,2;3,4;1,45;1,3;1,25
hospitalización;hospitaliz;4,05;1,05;3,65;2,8;2,5
hospitalizado;hospitaliz;3,7;1,1;3,5;2,7;2,05
hostal;hostal;1,35;2,25;1,65;1,15;1,9
hostelería;hostel;1,1;2,4;1,2;1,1;1,3
hostelero;hosteler;1,05;2,7;1,05;1,25;1,05
hostia;hosti;2,7;1,6;2,35;3,65;2,37
hostigamiento;hostig;3,44;1,07;3,13;3,06;2,53
hostil;hostil;2,83;3,03;1,21;3,1;2,45
hostilidad;hostil;2,74;1,21;2,4;2,6;2,8
hotel;hotel;1,03;1,17;2,87;1,1;1,17
hotelera;hoteler;1,11;1,85;1,05;1,4;1,25
hoy;hoy;1,75;2,6;1,2;1,2;1,2
hoyo;hoy;1,6;1,7;2,7;1,7;1,8
hoz;hoz;1,41;1,81;2,17;1,47;1,39
hueca;huec;1,75;1,47;1,35;1,21;1,58
hueco;huec;1,6;2,2;1,57;1,6;1,7
huelga;huelg;2,35;2,3;1,7;2,25;1,4
huella;huell;1,4;2,1;1,8;1,15;1,4
huérfano;huerfan;4,31;2,93;1,03;2,07;1,23
huerta;huert;1,2;2,95;1;1,05;1,15
huerto;huert;1,1;1,07;2,7;1;1,17
hueso;hues;1,4;2,1;1,4;1,2;1,95
huésped;huesp;1,21;2,4;1,35;1,16;1,3
huevo;huev;1,07;1,13;1,87;1,17;1,37
huida;huid;2,65;1,5;2,85;1,85;1,85
huir;huir;3,6;1,4;3,2;2,55;1,4
hulla;hull;1,73;1,08;1,09;1,23;1,7
humana;human;1,65;3;1,35;1,45;1,15
humanidad;human;1,97;1,73;3,87;1,63;1,6
humanidades;human;1,1;2,65;1;1,55;1,25
humanismo;human;1,53;1,37;3,2;1,53;1,43
humanista;human;1,15;2,75;1,15;1,35;1,05
humanitaria;humanitari;1,6;3,21;1,15;1,2;1
humanitario;humanitari;1,67;1,37;4,03;1,13;1,03
humano;human;1,83;1,8;2,87;1,5;1,37
humareda;humared;1,75;1,26;2,45;1,8;2,3
humeante;humeant;1,32;1,53;2,37;1,11;1,74
humedad;humed;1,6;1,6;1,45;1,9;2,85
humedecer;humedec;1,17;1,24;1,93;1,21;1,17
húmedo;humed;1,7;1,63;1,63;1,17;2,53
húmero;humer;1,11;1,47;1,05;1,24;1,53
humildad;humild;1,6;1,37;3,4;1,23;1,13
humilde;humild;1,53;1,17;3,13;1,1;1
humillación;humill;4,43;3,6;1;4,1;3,5
humillado;humill;4,2;1;3,05;4,05;3,05
humillante;humill;3,75;1;3,2;3,8;3
humillar;humill;4;2,8;1;4,23;3,47
humo;hum;1,8;1,55;2,4;2,15;2,25
humor;humor;1,53;1,3;4,47;1,57;1,1
humorista;humor;1,1;3,65;1,05;1,1;1,05
humorístico;humorist;1;4,1;1,05;1,25;1,05
hundimiento;hundimient;3,5;1,05;3,65;2,45;1,7
hundir;hund;3;1,2;3,6;2,5;1,85
húngara;hung;1,1;2,06;1,25;1,45;1,26
húngaro;hungar;1,05;2;1;1,2;1,1
huracán;huracan;3,47;4,53;1,07;2,73;1,47
hurgar;hurg;1,87;2,13;1,27;1,97;2,63
hurón;huron;1,15;2,45;1,1;1,39;1,74
hurtar;hurt;3,05;1,05;3,53;3,58;3,11
hurto;hurt;3,35;1,11;3,53;3,75;3,21
huso;hus;1,47;1,29;1,27;1,06;1,59
