Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra;genero;numero
juvenil;juvenil;1,05;1,05;3,6;1,1;1;ADJ;X;S
juventud;juventud;1,57;1,6;3,83;1,5;1,03;NOUN;F;S
juzgado;juzg;2,3;2,25;1,4;2,8;1,9;PROPN;X;X
juzgar;juzg;2,75;2,55;1,4;3,3;3,05;VERB;X;X
kaki;kaki;1;1,05;2,25;1,05;1,42;PROPN;X;X
karate;karat;1,05;1,75;2,45;1,45;1,15;PROPN;X;X
karma;karm;1,5;2,15;3,5;1,75;1,75;PROPN;X;X
kayak;kayak;1,05;1,63;2,65;1,06;1,05;PROPN;X;X
ketchup;ketchup;1;1,07;2,1;1;1,37;PROPN;X;X
kilo;kil;1,5;1,75;1,7;1,35;1,75;NOUN;M;S
kilogramo;kilogram;1,4;1,25;1,35;1,45;1,05;PROPN;X;X
kilolitro;kilolitr;1;1;1,42;1,15;1,3;PROPN;X;X
kilómetro;kilometr;1,2;1,35;2,25;1,25;1,1;PROPN;X;X
kiwi;kiwi;1;1;2,65;1,25;1,65;PROPN;X;X
koala;koal;1,37;1,6;3,37;1,1;1,17;PROPN;X;X
kriptón;kripton;1,38;2,08;1,56;1,21;1,6;PROPN;X;X
laberinto;laberint;1,8;3,07;1,33;2,23;1,33;NOUN;M;S
labios;labi;1,2;1,1;3,1;1,05;1,3;NOUN;M;P
labor;labor;1,45;1,25;1,85;1,3;1,65;NOUN;F;S
laboral;laboral;1,65;1,5;1,85;1,75;1,8;ADJ;X;S
laboratorio;laboratori;1,37;1,67;1,97;1,3;1,63;NOUN;M;S
laborioso;labori;1,5;1,45;2,16;1,65;1,58;ADJ;M;S
laborismo;labor;1,33;1,59;1,65;1,71;1,29;NOUN;M;S
laborista;labor;1,45;1,25;1,89;1,7;1,16;NOUN;X;S
labrador;labrador;1,47;1,7;2,67;1,33;1,5;ADJ;M;S
labranza;labranz;1,12;1,26;2,25;1,25;1,06;VERB;X;S
labrar;labr;1,24;1;1,63;1,25;1,2;VERB;X;X
lacayo;lacay;2,64;1,5;1,2;2,57;2,53;PROPN;X;X
lacra;lacr;3,4;2,73;1,13;2,36;2,88;PROPN;X;X
lactancia;lactanci;1,1;1,15;2,65;1,2;1,7;NOUN;F;S
ladera;lader;1,42;1,12;1,89;1,3;1,22;ADJ;F;S
lado;lad;1,57;1,37;1,37;1,33;1,33;NOUN;X;X
ladrar;ladr;1,7;2,2;1,75;1,9;1,7;VERB;X;X
ladrido;ladr;1,25;1,79;2,11;2,75;1,35;ADJ;M;S
ladrillo;ladrill;1,03;1,57;1,1;1,3;1,03;NOUN;M;S
ladrón;ladron;2,53;3,87;1,23;3,7;2,6;NOUN;M;S
ladrona;ladron;2,87;3,3;1,1;3,57;2,37;PROPN;X;X
lagartija;lagartij;1,33;2;1,8;1,43;2,6;PROPN;X;X
lagarto;lagart;1;1,6;1,6;1,07;2,2;PROPN;X;X
lago;lag;1,27;1,6;3,4;1;1,17;PROPN;X;X
lágrima;lagrim;4,07;2,07;1,97;2,5;1,13;NOUN;F;S
laguna;lagun;1,37;1,6;2,7;1,45;1,35;PROPN;X;X
laicismo;laicism;1,29;1,56;2,65;1,39;1,53;ADV;X;X
laico;laic;1,15;1,2;2,26;1,21;1,58;ADJ;M;S
lambada;lamb;1,27;1,36;1,8;1,36;1;ADJ;F;S
lambda;lambd;1,13;1,33;2,08;1,36;1,57;PROPN;X;X
lamentable;lament;4,05;2,05;1,05;2,95;2;ADJ;X;S
lamentar;lament;4,5;2,57;1,03;2,6;1,53;VERB;X;X
lamento;lament;4,1;2,67;1,27;2,03;1,6;NOUN;M;S
lamer;lam;1,15;1,35;2,5;1,3;2,95;PROPN;X;X
lámina;lamin;1,05;1;1,6;1,25;1,15;PROPN;X;X
lámpara;lamp;1,1;1,13;2,13;1,03;1,03;VERB;X;S
lana;lan;1,2;1,1;2,6;1,05;1,42;NOUN;F;S
lanar;lan;1;1;1,82;1;1,06;VERB;X;X
lance;lanc;1,14;1,07;1,2;1,8;1,33;NOUN;M;S
lancha;lanch;1,1;1,73;2,83;1,17;1,1;NOUN;F;S
langosta;langost;1,25;1,45;2,25;1,2;1,8;ADJ;X;S
lánguida;langu;2,44;1,6;1,57;1,94;2;ADJ;F;S
lánguido;langu;2,6;1,56;1,12;1,24;1,56;ADJ;M;S
lanza;lanz;1,6;2,4;1,53;2,47;1,2;PROPN;X;X
lanzadera;lanzader;1,25;2,2;1,94;1,35;1,2;PROPN;X;X
lanzador;lanzador;1,35;1,55;1,8;1,3;1,15;NOUN;M;S
lanzagranadas;lanzagran;3,45;3,9;1,15;3,25;2,5;NOUN;F;P
lanzallamas;lanzallam;2,25;3,25;1,53;2,68;1,7;NOUN;F;P
lanzamiento;lanzamient;1,3;1,95;2,3;1,3;1,3;NOUN;M;S
lanzamisiles;lanzamisil;3,4;4,2;1,25;3,8;2,74;ADJ;X;P
lanzar;lanz;1,3;1,93;2,2;2,17;1,33;VERB;X;X
lápida;lap;3,65;2,85;1,05;2,45;2,7;PROPN;X;X
lapidación;lapid;4,6;3,8;1;3,89;4,11;NOUN;F;S
lapidar;lapid;4,1;4,07;1,03;3,9;3,07;PROPN;X;X
lapislázuli;lapislazuli;1;1,1;3,13;1,25;1,09;PROPN;X;X
lápiz;lapiz;1,13;1,13;1,93;1,13;1,07;PROPN;X;X
lapso;laps;1,67;1,63;1,44;1,74;1,2;PROPN;X;X
larga;larg;1,2;1,2;1,84;1,25;1,4;INTJ;X;X
largo;larg;1,5;1,7;1,7;1,4;1,25;ADV;X;X
largometraje;largometraj;1;1,05;2,45;1,32;1,1;NOUN;M;S
larguísima;larguisim;1,8;1,7;1,6;1,6;1,5;PROPN;X;X
laringitis;laringitis;2,95;2,5;1;2,7;2,9;PROPN;X;X
larva;larv;1;1,65;1,3;1,5;3,75;PROPN;X;X
láser;las;1,2;2,1;1,7;1,55;1,2;PROPN;X;X
lástima;lastim;4,33;2,2;1,03;2,2;1,93;NOUN;F;S
lastimar;lastim;4,17;3,38;1,03;3,17;2,28;VERB;X;X
lastimero;lastimer;3,31;1,75;1,17;2,72;2,39;PROPN;X;X
lastre;lastr;3,05;2,25;1,05;2,26;1,65;PROPN;X;X
lata;lat;1,13;1,3;1,6;1,3;1,5;PROPN;X;X
latente;latent;1,5;1,32;1,79;1,53;1,3;ADJ;X;S
lateral;lateral;1,15;1,2;1,5;1,4;1,15;ADJ;X;S
látex;latex;1,25;1,16;2,65;1,2;1,95;PROPN;X;X
latido;lat;1,57;1,97;3,5;1,27;1,17;ADJ;M;S
látigo;latig;1,83;2,8;1,4;2,63;1,63;NOUN;M;S
latín;latin;1,45;1,3;1,95;1,35;1,55;NOUN;M;S
latina;latin;1;1,2;2,85;1;1,2;PROPN;X;X
latino;latin;1,1;1,25;2,1;1,15;1,35;ADJ;M;S
latinoamericano;latinoamerican;1,15;1,1;2,65;1,2;1,4;ADJ;M;S
latir;lat;1,05;1,15;3,63;1,1;1,05;VERB;X;X
latitud;latitud;1,05;1,1;2,1;1;1,3;NOUN;F;S
latón;laton;1,24;1,28;1,59;1,25;1,17;NOUN;M;S
laúd;laud;1,89;1,59;2,16;1,32;1,75;PROPN;X;X
laurel;laurel;1;1,05;2,55;1,05;1,25;PROPN;X;X
lava;lav;1,9;2,95;1,6;1,9;1,2;PROPN;X;X
lavabo;lavab;1,1;1,17;1,67;1,07;2;PROPN;X;X
lavado;lav;1,2;1,1;1,75;1;1,3;ADJ;M;S
lavanda;lavand;1;1;3;1;1;PROPN;X;X
lavandero;lavander;1,15;1,05;1,58;1,2;1,2;ADJ;M;S
lavar;lav;1,1;1,1;1,6;1,3;1;VERB;X;X
lavavajillas;lavavajill;1;1,05;1,4;1,4;1,5;NOUN;F;P
lazo;laz;1,05;1,15;3,15;1,15;1,1;PROPN;X;X
lea;lea;1,11;1;2,33;1,06;1,25;INTJ;X;X
leal;leal;1,2;1,37;3,83;1,2;1,07;ADJ;X;S
lealtad;lealt;1,16;1,84;4,03;1,29;1,13;NOUN;F;S
lección;leccion;1,65;1,2;1,7;1,6;1,5;NOUN;F;S
leche;lech;1,13;1,13;2,13;1,07;1,47;NOUN;F;S
lechera;lecher;1,41;1,17;2,31;1,21;1,52;ADJ;F;S
lechero;lecher;1,2;1,03;1,97;1,1;1,37;ADJ;M;S
lecho;lech;2,05;1,65;1,75;1,35;1,84;NOUN;M;S
lechuga;lechug;1,2;1,05;2;1,15;1,3;PROPN;X;X
lechuza;lechuz;1,3;2;2,37;1,07;1,57;PROPN;X;X
lector;lector;1,15;1,3;2,68;1,05;1;NOUN;M;S
lectura;lectur;2,3;1,8;3,97;1,4;1,47;PROPN;X;X
lecturas;lectur;1,3;1;2,75;1,37;1,2;NOUN;F;P
leer;leer;1,53;1,57;3,79;1,27;1,2;VERB;X;X
legado;leg;1,58;1,3;2,42;1,6;1,32;ADJ;M;S
legal;legal;1,3;1,5;2,85;1,55;1,2;ADJ;X;S
legalidad;legal;1,53;1,77;2,43;1,83;1,87;NOUN;F;S
legalización;legaliz;1,3;1,65;3,3;1,5;1,55;NOUN;F;S
legalizar;legaliz;1,3;1,4;2,55;1,55;1,2;VERB;X;X
legar;leg;1,5;1,32;1,71;1,29;1,47;VERB;X;X
legendario;legendari;1,35;1,3;3,1;1,2;1,25;ADJ;M;S
legión;legion;2,05;2,05;1,7;1,9;2,25;NOUN;F;S
legionario;legionari;1,95;1,85;1,63;2,26;1,9;NOUN;M;S
legionela;legionel;2;2,47;1,07;2,06;3;PROPN;X;X
legislación;legisl;1,55;1,75;1,65;2;1,6;NOUN;F;S
legislador;legisl;1,58;1,9;1,55;2,7;2,05;NOUN;M;S
legislar;legisl;1,75;1,26;1,55;2;2,1;VERB;X;X
legislativo;legisl;1,5;1,9;1,85;1,75;1,65;ADJ;M;S
legislatura;legislatur;1,6;1,6;1,35;1,55;2,2;NOUN;F;S
legítima;legitim;1,15;1,3;2,15;1,5;1,3;ADJ;F;S
legitimación;legitim;1,6;1,85;1,63;1,4;1,47;NOUN;F;S
legitimar;legitim;1,05;1,4;2,35;1,45;1,74;VERB;X;X
legitimidad;legitim;1,1;1,75;2,5;1,16;1,32;NOUN;F;S
legítimo;legitim;1,3;1,4;2;1,17;1,3;ADJ;M;S
lego;leg;1,11;1,11;2,55;1,25;1,11;NOUN;M;S
legua;legu;1,11;1,22;1,63;1,47;1,11;PROPN;X;X
lejanía;lejan;3,84;2;1,4;2,15;1,8;VERB;X;S
lejano;lejan;2,6;2,1;1,35;2,05;1,65;ADJ;M;S
lejos;lej;3,7;3,17;1,9;2,37;1,6;ADV;X;X
lema;lem;1,45;1,15;2,7;1,63;1,32;NOUN;M;S
lengua;lengu;1;1,1;2,75;1;1,55;NOUN;F;S
lenguado;lengu;1,4;1,16;1,95;1,2;2,2;ADJ;M;S
lenguaje;lenguaj;1,1;1;2,9;1,35;1,15;NOUN;M;S
lenta;lent;1,95;1,4;1,45;2,45;1,68;ADJ;F;S
lente;lent;1,25;1,15;2,15;1,45;1,26;ADJ;X;S
lentilla;lentill;1,47;1,77;2;1,3;1,77;PROPN;X;X
lentillas;lentill;1,15;1,45;1,63;1,25;1,45;NOUN;F;P
lentitud;lentitud;2,2;1,9;1,45;2,75;1,7;NOUN;F;S
lento;lent;2;1,7;1,3;2,2;1,63;ADJ;M;S
leña;leñ;1,15;1,15;2,45;1,3;1,35;PROPN;X;X
leñador;leñador;1,07;1,27;1,57;1,13;1,07;NOUN;M;S
leño;leñ;1,05;1,42;1,89;1,21;1,06;NOUN;M;S
león;leon;1,17;3,13;2,83;1,93;1,03;PROPN;X;X
leona;leon;1,05;2,53;3;1,6;1,35;PROPN;X;X
leonés;leones;1,41;1;1,83;1,05;1,05;ADJ;M;S
leopardo;leopard;1,27;3,67;2,47;1,3;1,1;ADJ;M;S
leotardo;leotard;1,25;1,05;2,25;1,3;1,63;ADJ;M;S
lepra;lepr;3,31;3,21;1;2,24;3,41;PROPN;X;X
lerdo;lerd;2,34;1,31;1,17;1,93;1,83;PROPN;X;X
lesbiana;lesbian;1,1;1,03;1,87;1,13;1,2;PROPN;X;X
lesión;lesion;3,33;2,8;1;2,23;1,5;NOUN;F;S
lesionar;lesion;3,33;3,7;1,03;3;1,63;VERB;X;X
letargo;letarg;2,19;1,65;1,36;1,63;1,5;PROPN;X;X
letra;letr;1,67;1,53;3;1,33;1,23;VERB;X;S
letrado;letr;1,15;1,4;2,21;1,65;1,9;ADJ;M;S
letrero;letrer;1,21;1,25;2;1,42;1,4;ADJ;M;S
leucemia;leucemi;4;4,4;1;3,45;1,58;PROPN;X;X
levadura;levadur;1,1;1;1,9;1,35;1,3;NOUN;F;S
levantamiento;levant;1,6;1,55;1,9;2,25;1,55;NOUN;M;S
levantar;levant;1,15;1,1;2,35;1,75;1,2;VERB;X;X
levante;levant;1,15;1,35;2,2;1,25;1,25;ADV;X;X
leve;lev;1,1;1,15;2,7;1,15;1,2;ADJ;X;S
levita;levit;1,19;1,59;1,94;1,11;1,33;PROPN;X;X
lexema;lexem;1,42;1,15;1,25;1,33;1,63;PROPN;X;X
léxico;lexic;1,11;1,05;1,95;1,3;1,3;ADJ;M;S
ley;ley;1,6;2,05;1,95;2,15;1,65;NOUN;F;S
leyenda;leyend;1,67;2;2,47;1,3;1,37;NOUN;F;S
leyendas;leyend;1,5;1,32;2,7;1,35;1,05;NOUN;F;P
lía;lia;1,7;1,36;1,53;1,53;1,25;NOUN;F;S
libanés;libanes;1,65;1,2;1,55;1,45;1,17;ADJ;M;S
libélula;libelul;1,23;1,8;1,9;1,23;2,17;VERB;X;S
liberación;liber;1,4;1,67;4,27;1,37;1;NOUN;F;S
liberal;liberal;1,3;1,65;3,3;1,25;1,15;ADJ;X;S
liberalidad;liberal;1,26;1,1;3,7;1,05;1,2;NOUN;F;S
liberalismo;liberal;1,75;1,84;3,45;2,1;1,45;PROPN;X;X
liberalización;liberaliz;1,45;1,7;3,95;1,4;1;NOUN;F;S
liberalizar;liberaliz;1,05;1,25;2,75;1,4;1,2;VERB;X;X
liberar;liber;1,43;1,73;4,13;1,37;1,17;VERB;X;X
libertad;libert;1,3;1,83;4,63;1,43;1,17;NOUN;F;S
libertador;libert;1,35;1,68;3;1,21;1,25;NOUN;M;S
libertario;libertari;1,21;1,39;2,72;1,4;1,42;ADJ;M;S
libertinaje;libertinaj;1,58;1,37;2;1,47;1,78;NOUN;M;S
libido;lib;1;1,28;3,26;1,28;1,44;NOUN;M;S
libio;libi;1,33;1,4;2,17;1,07;1,33;PROPN;X;X
libra;libr;1,3;1,1;1,95;1,3;1,4;VERB;X;S
librar;libr;1,2;1,25;3,5;1,11;1,11;VERB;X;X
libre;libr;1,2;1,73;4,43;1,1;1,03;ADJ;X;S
librería;libr;1,27;1,2;3,27;1,13;1,07;VERB;X;S
librero;librer;1,05;1,05;2,5;1,11;1;PROPN;X;X
libreta;libret;1;1,03;1,73;1,03;1;PROPN;X;X
libreto;libret;1,11;1,15;1,79;1,4;1,11;PROPN;X;X
librito;librit;1,05;1,05;2,65;1,33;1,25;NOUN;M;S
libro;libr;1,67;1,53;3,43;1,33;1,23;NOUN;M;S
licencia;licenci;1,15;1,2;2,65;1,5;1,25;NOUN;F;S
licenciada;licenci;1,2;1,33;3,73;1;1;NOUN;F;S
licenciado;licenci;1,37;1,57;4,1;1,27;1,03;ADJ;M;S
licenciar;licenci;1,25;1,35;2,5;1,05;1,3;VERB;X;X
licenciatura;licenciatur;1,2;1,6;3,15;1,25;1,2;NOUN;F;S
liceo;lice;1,5;1,25;2,72;1,11;1,19;PROPN;X;X
licitación;licit;1,58;1,67;1,4;1,69;1;NOUN;F;S
lícito;licit;1,17;1,15;2,19;1,26;1,25;NOUN;M;S
licor;licor;1,7;1,7;2,9;1,45;2;PROPN;X;X
licuadora;licuador;1,05;1,15;1,75;1,75;1,5;NOUN;F;S
líder;lid;1,47;1,9;2,23;1,8;1,37;NOUN;X;S
liderar;lider;1,35;2,05;2,4;1,85;1,45;VERB;X;X
liderato;liderat;1,37;1,55;2,4;2,33;2;NOUN;M;S
liderazgo;liderazg;1,35;1,8;2,6;2,3;1,65;NOUN;M;S
lidia;lidi;1,33;1,5;2,1;2;1,5;PROPN;X;X
lidiar;lidi;1,85;1,56;1,79;2,2;1,65;VERB;X;X
liebre;liebr;1,1;1,43;2,4;1,17;1,3;VERB;X;S
lienzo;lienz;1,05;1,1;2,85;1;1;PROPN;X;X
liga;lig;1,2;1,17;1,77;1,4;1,13;PROPN;X;X
ligamento;ligament;1,4;1,2;1,7;1,25;1,35;NOUN;M;S
ligar;lig;1,13;1,87;3,83;1,37;1,5;VERB;X;X
ligera;liger;1,16;1,15;2,9;1,2;1,35;INTJ;X;X
ligereza;ligerez;1,15;1,05;2,85;1,25;1,1;NOUN;F;S
ligero;liger;1,2;1,1;2,7;1,1;1,2;ADV;X;X
ligue;lig;1,33;1,73;3,93;1,23;1,47;PROPN;X;X
liguero;liguer;1,1;1,37;2,55;1,26;1,11;ADJ;M;S
lija;lij;1,1;1,17;1;1,27;1,1;PROPN;X;X
lijadora;lijador;1,1;1,6;1,35;1,74;1,1;NOUN;F;S
lila;lil;1;1;2,6;1,25;1;VERB;X;S
lilo;lil;1,07;1;2,64;1,15;1,13;NOUN;M;S
lima;lim;1,38;1,31;2,03;1,41;1,62;PROPN;X;X
limbo;limb;1,75;1,95;2,9;1,35;1,5;PROPN;X;X
limitación;limit;2,75;2,3;1,2;2,6;2,2;NOUN;F;S
limitar;limit;2,1;2,25;1,3;2,4;2,1;VERB;X;X
límite;limit;2,1;1,75;1,45;2,7;1,65;PROPN;X;X
limón;limon;1,13;1,07;2,1;1,03;1,33;PROPN;X;X
limonada;limon;1,05;1;3,42;1,05;1,5;ADJ;F;S
limonero;limoner;1,25;1,2;3,05;1,05;1,05;NOUN;M;S
limosna;limosn;4;1,8;1,75;1,95;1,45;PROPN;X;X
limpiador;limpiador;1,43;1;1,9;1;1,1;NOUN;M;S
limpiadora;limpiador;1,1;1,05;1,85;1,2;1,4;ADJ;F;S
limpiar;limpi;1,6;1,45;1,7;1,95;1,9;VERB;X;X
limpieza;limpiez;1,15;1,35;2,65;1,75;1,3;NOUN;F;S
limpio;limpi;1,03;1,03;4,17;1;1,17;ADJ;M;S
limusina;limusin;1,25;1,1;2,68;1,2;1,4;PROPN;X;X
linaje;linaj;1,47;1,44;2,16;1,7;2,05;NOUN;M;S
lince;linc;1,77;2,3;2,57;1,17;1,2;NOUN;M;S
linchar;linch;3,39;3,55;1,19;3,97;3,16;ADJ;X;S
linda;lind;1,1;1,2;3,8;1,15;1,05;PROPN;X;X
lindar;lind;1;1,13;1,87;1,35;1,32;VERB;X;X
lindo;lind;1,07;1,03;4,23;1,03;1,13;VERB;X;X
linea;line;1,37;1,43;1,4;1,37;1,27;PROPN;X;X
línea;line;1,05;1;1,9;1,05;1,05;NOUN;F;S
lineal;lineal;1,65;1,05;1,7;1,5;1,25;ADJ;X;S
linear;lin;1;1,44;1,63;1,25;1,16;VERB;X;X
lingüista;lingüist;1,1;1,05;2,4;1,35;1,47;NOUN;X;S
lingüística;lingüist;1,1;1,11;2,15;1,45;1,15;PROPN;X;X
lino;lin;1,05;1;2;1,05;1,28;NOUN;M;S
linterna;lintern;1,1;1,43;1,8;1,13;1,03;VERB;X;S
lío;lio;1,77;2,23;1,8;1,87;1,5;NOUN;M;S
liquidación;liquid;1,7;1,75;2,5;2,1;1,45;NOUN;F;S
liquidar;liquid;2,4;2,85;1,55;2,05;1,95;VERB;X;X
liquidez;liquidez;1,74;1,3;1,85;1,32;1,65;NOUN;F;S
líquido;liqu;1,4;1,2;1,95;1,05;1,35;ADJ;M;S
lira;lir;1,71;1,13;2,25;1,08;1,08;PROPN;X;X
lírica;liric;1,7;1,11;2,65;1,5;1,05;PROPN;X;X
lirio;liri;1,1;1;3,5;1,11;1,11;ADJ;M;S
lisa;lis;1,05;1,1;1,95;1,26;1,25;PROPN;X;X
liso;lis;1,17;1,07;1,97;1,13;1,17;ADJ;M;S
lista;list;1,53;1,77;2,73;1,87;1,7;NOUN;F;S
listado;list;1,45;1,65;1,5;1,3;1,05;ADJ;M;S
listo;list;1,2;1,47;3,4;1,27;1,2;ADJ;M;S
listón;liston;1,22;1,6;1,75;1,7;1,3;NOUN;M;S
litera;liter;1,32;1,3;1,75;1,15;1,2;PROPN;X;X
literal;literal;1,45;1,6;1,9;1,3;1,1;ADJ;X;S
literaria;literari;1,3;1,05;2,35;1,05;1,05;ADJ;F;S
literato;literat;1;1,13;2,61;1,27;1,07;NOUN;M;S
literatura;literatur;1,1;1,05;3;1,25;1,35;NOUN;F;S
litio;liti;1,32;1,28;1,63;1,13;1,17;NOUN;M;S
litoral;litoral;1,2;1,1;2,55;1;1,1;ADJ;X;S
litro;litr;1,2;1,2;1,67;1,17;1,27;NOUN;M;S
lituano;lituan;1,29;1,05;1,9;1;1;INTJ;X;X
liturgia;liturgi;1,47;1,36;1,53;1,63;1,74;NOUN;F;S
litúrgico;liturg;1,53;1,5;1,39;1,67;2;ADJ;M;S
liviana;livian;1,06;1,31;1,86;1,27;1,13;PROPN;X;X
liviano;livian;1,36;1,18;2,21;1,07;1,11;PROPN;X;X
lívido;liv;1,13;1,47;2,71;1,58;1,53;ADJ;M;S
llaga;llag;2,15;1,95;1,05;3,1;3;PROPN;X;X
llama;llam;1,8;2,67;2,23;1,67;1,3;VERB;X;S
llamada;llam;1,6;2,03;3,07;1,17;1,03;ADJ;F;S
llamamiento;llamamient;1,35;1,7;1,4;1,3;1,3;NOUN;M;S
llamar;llam;1,47;1,63;3;1,4;1,1;VERB;X;X
llamarada;llamar;2,2;2,95;1,25;1,9;1,37;ADJ;F;S
llamativo;llamat;1,2;1,15;2,3;1,25;1,2;ADJ;M;S
llame;llam;1,25;1,29;1,79;1,28;1,05;PROPN;X;X
llano;llan;1,3;1,13;1,6;1,23;1,17;ADJ;M;S
llanto;llant;4,2;2,7;1,73;2,37;1,4;NOUN;M;S
llanura;llanur;1,35;1,05;2,42;1,05;1,05;NOUN;F;S
llave;llav;1,3;1,5;2,17;1,23;1,03;PROPN;X;X
llegada;lleg;1,2;1,3;3;1,1;1,2;ADJ;F;S
llegar;lleg;1,3;1,3;2,65;1,16;1,1;VERB;X;X
llenado;llen;1,25;1,45;1,95;1,15;1,45;ADJ;M;S
llenar;llen;1,1;1,2;2,7;1,1;1;VERB;X;X
lleno;llen;1,55;1,55;2,35;1,75;1,45;ADJ;M;S
llevar;llev;1,1;1,1;2;1,1;1,05;VERB;X;X
llorar;llor;4,15;2,1;1,4;2,9;1,65;VERB;X;X
lloriqueo;llorique;3,57;2,13;1,3;2,53;1,47;PROPN;X;X
lloro;llor;3,65;2,35;1,15;2,37;1,9;PROPN;X;X
llorón;lloron;3,3;1,3;1,35;2,45;2,05;NOUN;M;S
llover;llov;2,4;1,4;2,75;1,35;1,1;VERB;X;X
llovizna;llovizn;2,45;1,38;2,24;1,38;1,17;PROPN;X;X
lluvia;lluvi;2,67;1,43;2,1;1,27;1,23;NOUN;F;S
lluviosa;lluvios;2,35;1,45;2,55;1,6;1,55;PROPN;X;X
loable;loabl;1,19;1;2,25;1,25;1,1;ADJ;X;S
lobo;lob;1,5;3,83;2,1;1,7;1,43;PROPN;X;X
lóbrego;lobreg;2,75;2,63;1,06;1,13;1,44;ADJ;M;S
lóbulo;lobul;1,15;1,35;1,25;1,3;1,8;NOUN;M;S
loca;loc;2,5;2,83;1,7;2,13;1,57;VERB;X;S
local;local;1,33;1,7;2,13;1,4;1,3;ADJ;X;S
localidad;local;1,15;1,3;1,8;1,1;1,05;NOUN;F;S
localización;localiz;1,1;1,1;1,4;1,2;1;NOUN;F;S
localizar;localiz;1,05;1,25;2,3;1,45;1,05;VERB;X;X
loco;loc;2,6;2,87;1,5;1,93;1,3;PROPN;X;X
locomoción;locomocion;1,2;1,35;2,05;1,3;1,42;NOUN;F;S
locomotora;locomotor;1,35;1,85;1,85;1,55;1,15;NOUN;F;S
locuaz;locuaz;1,2;1,28;3,04;1,32;1,28;PROPN;X;X
locución;locucion;1;1,2;1,63;1,16;1,05;NOUN;F;S
locura;locur;2,77;3,33;1,73;2,27;1,53;NOUN;F;S
locutor;locutor;1;1,21;2;1,4;1,11;PROPN;X;X
lodo;lod;1,61;1,89;1,39;1,58;3,47;NOUN;M;S
lógica;logic;1,3;1,15;3;1,3;1,05;NOUN;F;S
logística;logist;1,1;1,37;1,65;1,3;1,15;NOUN;F;S
logo;log;1,2;1,15;2;1,2;1;PROPN;X;X
logopeda;logoped;1,25;1,4;2,3;1,4;1,58;VERB;X;S
logotipo;logotip;1,1;1,35;2,1;1,15;1,05;NOUN;M;S
lograr;logr;1;1,6;4,27;1,13;1,03;VERB;X;X
logro;logr;1,17;1,97;4,53;1,33;1,07;VERB;X;S
loma;lom;1,13;1,08;1,27;1,13;1;PROPN;X;X
lombarda;lombard;1,47;1;1,75;1,19;2,92;PROPN;X;X
lombriz;lombriz;1,27;1,63;1,17;1,4;3,7;PROPN;X;X
lomo;lom;1,26;1,05;2,15;1,1;1,3;PROPN;X;X
lona;lon;1,05;1,15;1,74;1;1,47;PROPN;X;X
londinense;londinens;1,15;1,05;2,55;1,1;1;ADJ;X;S
loneta;lonet;1,2;1,27;1,38;1,12;1,45;PROPN;X;X
longevidad;longev;1,79;1,95;3,1;1,25;1,32;NOUN;F;S
longitud;longitud;1;1;1,75;1,1;1,05;NOUN;F;S
longitudinal;longitudinal;1,15;1,1;1,45;1,1;1,2;ADJ;X;S
loro;lor;1,13;1,53;3,3;1,07;1,13;NOUN;M;S
losa;los;1,41;1,79;1,17;1,24;1,25;PROPN;X;X
lote;lot;1,15;1,28;2,32;1,2;1,15;PROPN;X;X
lotería;lot;1,6;1,37;3,9;1,4;1,3;VERB;X;S
loto;lot;1,22;1;2,71;1;1;PROPN;X;X
lozana;lozan;1,08;1,23;2,08;1,17;1,33;PROPN;X;X
lubina;lubin;1,05;1;2,1;1,2;1,67;PROPN;X;X
lucero;lucer;1,33;1,31;3;1,37;1,06;NOUN;M;S
lucha;luch;2,33;2,67;1,8;3,37;1,47;NOUN;F;S
luchador;luchador;1,47;1,9;2,27;1,97;1,27;INTJ;X;X
luchar;luch;2,4;3,1;2,9;2,6;2,05;VERB;X;X
lucidez;lucidez;1,25;1,2;3,25;1,25;1,1;NOUN;F;S
lúcido;luc;1,06;1,06;2,56;1,15;1,15;ADJ;M;S
luciérnaga;luciernag;1,27;1,57;2,4;1,13;1,67;PROPN;X;X
lucimiento;lucimient;1,13;1,19;2,17;1,53;1,28;NOUN;M;S
lucir;luc;1,2;1,3;3,15;1,6;1,85;VERB;X;X
lucrativo;lucrat;1,63;1,65;2,68;1,6;1,42;ADJ;M;S
lucro;lucr;1,94;1,89;2,05;1,9;1,79;NOUN;M;S
lúdico;ludic;1,05;1,21;3,58;1,11;1,3;ADJ;M;S
ludópata;ludopat;2,45;2,17;1,41;2,03;1,79;VERB;X;S
luego;lueg;1,5;1,2;1,6;1,85;1,15;ADV;X;X
lugar;lug;1,7;1,6;2,33;1,2;1,3;NOUN;M;S
lugarteniente;lugartenient;1,26;1,82;1,39;2,06;1,21;ADJ;X;S
lúgubre;lugubr;3,22;2,94;1,16;2,12;1,88;ADJ;X;S
lujo;luj;1,27;1,23;3,53;1,43;1,37;NOUN;M;S
lujoso;lujos;1,25;1,3;3,2;1,75;1,85;ADJ;M;S
lujuria;lujuri;1,2;1,5;2,63;1,6;1,5;NOUN;X;S
lumbago;lumbag;2,47;2,7;1,17;2,68;1,95;PROPN;X;X
lumbalgia;lumbalgi;3,12;2,88;1,05;2,63;2,26;PROPN;X;X
