Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra
extremo;extrem;1,7;2,3;1,85;1,95;2,4;NOUN
exuberante;exuber;1,05;1,15;2,26;1,74;1,79;ADV
eyaculación;eyacul;1,1;1,8;3,15;1,3;2,3;NOUN
fa;fa;1,17;1,06;2;1;1;ADV
fábrica;fabric;1,47;1,33;1,53;1,23;1,67;PROPN
fabricación;fabric;1,1;1,35;1,7;1,5;1,4;NOUN
fabricante;fabric;1,2;1,2;1,8;1,45;1,35;NOUN
fabricar;fabric;1,05;1,4;2,25;1,2;1,05;VERB
fábula;fabul;1,2;1,35;3,2;1,2;1,05;NOUN
fabulista;fabul;1,24;1,16;2,21;1,5;1,4;ADJ
fabuloso;fabul;1;1,1;4,05;1,05;1,15;ADJ
facción;faccion;1,2;1,18;1,55;1,5;1,31;NOUN
faceta;facet;1,25;1,55;2,35;1,2;1,4;NOUN
facha;fach;2,47;1,7;1,13;3,03;3,23;NOUN
fachada;fach;1,55;1,2;1,65;1,6;1,5;NOUN
facial;facial;1,35;1,1;2,45;1,3;1,25;ADJ
fácil;facil;1,17;1,47;3,1;1,2;1,17;ADJ
facilidad;facil;1,37;1,87;3,33;1,33;1,37;NOUN
facilitación;facilit;1,05;1;3;1,2;1,4;NOUN
facilitar;facilit;1;1,15;3,25;1,25;1,55;VERB
factible;factibl;1,1;1,1;2,8;1,35;1,1;ADJ
facto;fact;1;1;1,42;1,6;1,13;NOUN
factor;factor;1,2;1,3;1,45;1,2;1,3;NOUN
factoría;factor;1,16;1,15;1,2;1,4;1,7;NOUN
factura;factur;2,4;2,35;1,1;2,75;2,45;NOUN
facturación;factur;1,4;1,75;2,1;1,75;1,35;NOUN
facultad;facult;1,6;2;3,07;1,43;1,5;NOUN
faena;faen;2,1;2;1,4;2,45;1,85;NOUN
fagot;fagot;1,29;1,12;1,76;1,35;1;VERB
faisán;faisan;1,46;1,86;1,96;1,21;1,36;PROPN
faja;faj;1,33;1,33;1,4;1,17;1,4;VERB
falacia;falaci;3,05;2,3;1,2;2,94;2,32;NOUN
falange;falang;2,55;2,55;1,17;2,4;2,72;PROPN
falaz;falaz;1,57;1,83;1,15;1,9;2,83;ADJ
falda;fald;1,23;1,57;3;1,2;1,27;PROPN
falla;fall;2;2,1;2,4;1,75;1,26;PROPN
fallar;fall;3,75;3,45;1,05;3,45;1,95;VERB
fallecer;fallec;4,7;4,07;1;3,13;1,8;VERB
fallecimiento;fallec;4,9;3,65;1;3,15;2,3;NOUN
fallido;fall;2,7;2,15;1,05;2,5;1,65;ADJ
fallo;fall;3,05;2,7;1,15;3,3;1,95;NOUN
falo;fal;1,06;1,24;1,94;1,19;2,13;PROPN
falsear;fals;2,87;2,17;1,03;3,37;2,57;VERB
falsedad;falsed;3,55;2,55;1;4,2;3,25;NOUN
falsificación;falsif;2,7;2,3;1,2;3;2,8;NOUN
falso;fals;3,1;2,27;1;3,1;2,8;ADJ
falta;falt;2,75;1,9;1,26;2,6;1,8;NOUN
faltar;falt;3,3;2,15;1,35;1,85;1,9;VERB
falto;falt;2,61;1,53;1,47;1,95;1,35;PROPN
fama;fam;1,43;2,13;3,17;1,4;1,73;NOUN
famélico;famel;3,38;2,35;1,31;2;2,19;ADJ
familia;famili;1,9;1,47;4,3;1,3;1,13;NOUN
familiaridad;familiar;1,55;1,05;3,2;1,25;1,35;NOUN
famosa;famos;1,73;2,1;2,43;1,7;1,7;ADJ
famoso;famos;1,53;1,3;2,33;1,67;1,43;ADJ
fan;fan;1,1;1,2;3,35;1,3;1,55;NOUN
fanático;fanat;2,45;2,58;2,35;2;2,15;ADJ
fanatismo;fanat;2,4;2,75;1,9;3;2,58;NOUN
fandango;fandang;1,13;1,5;1,75;1,2;1,83;NOUN
fango;fang;1,89;1,75;1,84;1,79;3;PROPN
fantasía;fantas;1,5;1,63;3,97;1,27;1,17;NOUN
fantasma;fantasm;1,83;4,2;1,07;1,38;1,24;PROPN
fantasmal;fantasmal;2,45;3,4;1,8;1,55;1,95;ADJ
fantástica;fantast;1;1,05;4,3;1,1;1,15;PROPN
fantástico;fantast;1,03;1,21;4,45;1;1;INTJ
faraón;faraon;1,5;1,4;2,35;1,25;1,45;PROPN
fardo;fard;1,33;1,27;1,44;1,87;2;PROPN
faringitis;faringitis;2,15;2,75;1,05;3;2,95;NOUN
farmacéutica;farmaceut;1,2;1,9;1,7;1,57;1,47;ADJ
farmacéutico;farmaceut;1,3;1,4;1,8;1,55;1,35;ADJ
farmacia;farmaci;1,3;1,35;2,15;1,1;1,25;NOUN
fármaco;farmac;1,7;2,35;1,85;1,95;2,2;NOUN
farmacología;farmacolog;1,2;1,5;2,15;1,2;1,4;NOUN
faro;far;1,53;1,6;2,27;1,13;1,17;ADV
farol;farol;1,87;1,7;1,47;2,2;1,73;NOUN
farsa;fars;3,52;2,31;1,14;3,86;3,07;PROPN
fascículo;fascicul;1,11;1,21;1,84;1,25;1,61;NOUN
fascinación;fascin;1,27;1,33;3,33;1,1;1,03;NOUN
fascinante;fascin;1,1;1,23;3,87;1,03;1,07;ADJ
fascinar;fascin;1,1;1,7;3,97;1,13;1,1;VERB
fascismo;fascism;3,75;3,8;1,05;4,11;4,5;NOUN
fascista;fascist;3,85;3,45;1,1;3,89;4,35;NOUN
fase;fas;1,66;1,9;1,93;1,45;1,24;NOUN
fastidiar;fastidi;2,23;1,63;1,03;3,67;2,1;VERB
fastidio;fastidi;2,75;1,85;1,15;3,2;2,05;PROPN
fatal;fatal;3,85;2,45;1,05;3,35;2,25;ADV
fatalidad;fatal;3,9;3,37;1;2,67;1,3;NOUN
fatídico;fatid;3,21;3;1,11;3,05;2,32;ADJ
fatiga;fatig;2,8;2,65;1,3;2,35;2,35;PROPN
fatigado;fatig;2,37;1,4;1,07;1,87;1,4;ADJ
fauna;faun;1,25;1,75;3,3;1,05;1,05;NOUN
fausto;faust;1,71;1,86;1,69;1,27;1,42;PROPN
favela;favel;3,41;2,73;1,2;2,56;2,13;PROPN
favor;favor;1,21;1,29;3;1,21;1,11;NOUN
favorable;favor;1;1,1;3,4;1,4;1,1;ADJ
favorecer;favorec;1,15;1,4;3,25;1,35;1,35;VERB
favorita;favorit;1,15;1,2;4;1,35;1,2;NOUN
favorito;favorit;1,27;1,23;3,83;1,3;1,23;ADJ
faz;faz;1;1,05;1,4;1,05;1;NOUN
fe;fe;1,43;1,93;2,77;1,2;1,17;NOUN
fealdad;feald;2,07;1,45;1,21;1,55;1,9;NOUN
febrero;febrer;1,75;1,05;2,7;1,15;1,2;NOUN
febril;febril;2,25;2,26;1,24;1,63;1,88;NOUN
fecha;fech;1,93;1,9;2,3;1,6;1,23;NOUN
fecunda;fecund;1,3;1,61;2,74;1,26;1,4;ADJ
fecundación;fecund;1,15;2;3,45;1,35;1,25;NOUN
fecundidad;fecund;1,26;2,15;3,35;1,3;1,35;NOUN
fecundo;fecund;1,58;1,69;3,04;1,35;1,35;VERB
federación;feder;1,05;1,26;2,1;1,05;1,15;PROPN
federal;federal;1,5;1,9;1,8;2,25;1,7;ADJ
federalismo;federal;1,44;1,94;1,58;1,79;1,95;NOUN
federalista;federal;1,84;1,94;1,29;1,83;1,89;ADJ
feldespato;feldespat;1,23;1,31;1,46;1,08;1,21;NOUN
felicidad;felic;1,07;1,07;4,93;1,07;1;NOUN
felicitación;felicit;1,05;1,1;4,4;1;1;NOUN
felicitar;felicit;1,07;1,17;4,57;1,1;1,13;VERB
feliz;feliz;1,1;1,2;4,63;1;1;ADJ
felpa;felp;1,53;1,21;2,1;1,37;1,63;NOUN
felpudo;felpud;1,13;1,13;1,73;1,13;2;PROPN
femenino;femenin;1,05;1;3,05;1;1;ADJ
feminismo;femin;1,65;1,2;3,2;2;1,25;NOUN
feminista;femin;1,6;1,15;2,61;1,5;1,5;ADJ
fémur;femur;1,05;1,1;1,25;1,1;1,65;PROPN
fenomenal;fenomenal;1;1;3,7;1;1;ADJ
fenómeno;fenomen;1,15;1,45;2,6;1,3;1,2;NOUN
fenomenología;fenomenolog;1,5;1,41;1,6;1,44;1,18;NOUN
feo;feo;2,27;1,3;1,1;1,43;1,73;ADJ
féretro;feretr;3,94;3,53;1,33;2;2,38;NOUN
feria;feri;1,05;1,25;3,4;1,15;1,3;PROPN
ferial;ferial;1,15;1,37;3,55;1,3;1,3;ADJ
fermentación;ferment;1,2;1,3;1,65;1,45;2,15;PROPN
ferocidad;feroc;2,05;3,2;1,9;2,55;1,7;NOUN
feroz;feroz;2;2,85;2;2,65;1,4;ADJ
férrea;ferre;1,41;1,44;1,53;1,28;1,11;PROPN
ferrocarril;ferrocarril;1,34;1,45;2;1;1;NOUN
ferroviario;ferroviari;1,35;1,3;1,5;1,4;1,21;ADJ
ferry;ferry;1,2;1,47;2,4;1,21;1;PROPN
fértil;fertil;1,35;1,35;2,9;1,1;1,15;ADJ
fertilidad;fertil;1,15;1,6;3,05;1,05;1,3;NOUN
ferviente;fervient;1,43;1,57;1,84;2,56;1,5;ADV
fervor;fervor;1,24;1,69;2;2,1;1,69;PROPN
festejar;festej;1,17;1,38;4,79;1,14;1,17;VERB
festejo;festej;1,05;1,05;4,35;1,05;1,1;PROPN
festín;festin;1;1,1;4,21;1;1,1;PROPN
festival;festival;1;1,4;4,3;1;1,25;PROPN
festividad;festiv;1;1,35;4,4;1,05;1,15;NOUN
festivo;festiv;1;1,1;4,83;1,07;1;ADJ
fetiche;fetich;1,44;1,95;2,32;1,83;2,44;NOUN
fetichismo;fetich;2,22;2;1,89;2,6;2,78;NOUN
fétido;fet;1,57;2,03;1,07;2;4,43;ADJ
feto;fet;1,45;1,7;2,45;1,2;1,85;NOUN
feudal;feudal;1,85;1,74;1,4;2;1,95;PROPN
feudalismo;feudal;2,65;2,05;1,2;2;2,79;NOUN
feudo;feud;1,74;1,38;1,65;1,94;2,22;NOUN
fía;fia;1,19;1,21;2,4;1,71;1,2;PROPN
fiabilidad;fiabil;1,25;1,42;3,32;1,25;1,1;NOUN
fiable;fiabl;1;1,05;3,9;1,1;1;ADJ
fianza;fianz;1,75;2,1;1,15;2,1;1,7;NOUN
fiar;fiar;1,1;1,5;3;1,7;1,6;ADJ
fiasco;fiasc;2,5;1,89;1;2,65;2;PROPN
fibra;fibr;1,05;1,05;1,65;1;1,6;VERB
fibromialgia;fibromialgi;3,18;3,22;1,2;1,87;2;NOUN
ficción;ficcion;1,4;1,5;3,1;1,35;1,25;NOUN
ficha;fich;1,3;1,1;1,9;1,25;1,3;NOUN
fichaje;fichaj;1,65;1,1;2,9;1,25;1,1;NOUN
fichar;fich;1,2;1,25;2,55;1,45;1,35;VERB
fichas;fich;1,2;1,3;1,9;1,4;1,35;NOUN
fichero;ficher;1,15;1,05;1,47;1,1;1;PROPN
ficticio;fictici;1,75;1,45;2,35;2;1,1;NOUN
fidelidad;fidel;1,2;1,35;4,15;1,35;1,25;NOUN
fiebre;fiebr;2,93;2,43;1;1,87;1,53;NOUN
fiel;fiel;1,33;1,63;3,93;1,27;1,17;ADJ
fieltro;fieltr;1,25;1,06;1,33;1,3;1,45;PROPN
fiera;fier;1,7;2,8;2,1;2,1;1,7;VERB
fiereza;fierez;1,68;2,05;1,72;2,33;1,5;NOUN
fiesta;fiest;1,14;1,28;4,69;1,07;1,07;NOUN
figura;figur;1,4;1,5;1,67;1,33;1,23;NOUN
figuración;figur;1,25;1,05;2,05;1,45;1,15;NOUN
figurar;figur;1,21;1,34;1,48;1,38;1,21;VERB
fija;fij;1,15;1,47;2,15;1,35;1,1;VERB
fijación;fijacion;1,65;1,85;2,05;1,75;1,55;NOUN
fijar;fij;1,25;1,25;1,95;1,5;1,05;VERB
fijeza;fijez;1,32;1,44;1,58;1,37;1,16;NOUN
fila;fil;1;1,2;1,9;1,4;1,45;NOUN
filiación;filiacion;1,4;1,44;1,89;1,24;1,16;NOUN
filial;filial;1,33;1,53;2,26;1,21;1,65;NOUN
filipino;filipin;1;1;1,6;1,15;1,15;ADJ
film;film;1;1,3;3,25;1,32;1;PROPN
filmación;filmacion;1,4;1,4;2,58;1,2;1,35;NOUN
filmar;film;1;1,2;2,4;1,05;1,05;VERB
filme;film;1,53;1,24;2,89;1,2;1,11;NOUN
filmografía;filmograf;1,45;1,11;3,16;1,26;1,3;PROPN
filo;fil;1,24;1,84;1,55;1,37;1,21;PROPN
filogenia;filogeni;1,13;1,31;1,77;1,29;1,27;PROPN
filología;filolog;1,3;1,1;1,95;1,45;1,4;NOUN
filólogo;filolog;1,32;1,05;2,55;1,11;1,3;NOUN
filosofal;filosofal;1,3;1,35;3;1,2;1,4;PROPN
filosofar;filosof;1,45;1,32;2,95;1,5;1,3;NOUN
filosofía;filosof;1,5;1,43;2,47;1,23;1,33;PROPN
filosófica;filosof;1,4;1,3;2,85;1,1;1,3;NOUN
filosóficas;filosof;1,65;1,1;2,55;1,45;1,25;PROPN
filósofo;filosof;1,25;1,1;2,55;1,25;1,15;PROPN
filtración;filtracion;1,35;1,85;1,7;2,05;1,85;NOUN
filtrado;filtr;1,7;1,95;1,85;1,9;1,8;ADJ
filtrar;filtr;1,7;1,45;1,95;1,8;1,45;VERB
filtro;filtr;1,05;1,3;2,4;1,05;1,25;NOUN
fimosis;fimosis;2,72;2,43;1,06;1,94;3,18;NOUN
fin;fin;3,74;2,9;1,95;1,85;1,79;NOUN
fina;fin;1,1;1,2;2,1;1,45;1,3;PROPN
finado;fin;1,77;1,5;1,5;1,73;1,27;ADJ
final;final;3,05;2,9;2,05;2,1;2,05;ADJ
finalidad;final;1,8;1,45;2,95;1,4;1,05;NOUN
finalista;final;1,2;1,21;3,75;1,5;1,05;ADJ
finalización;finaliz;2,3;2,05;3,1;1,65;1,35;NOUN
finalizar;finaliz;2,35;1,65;3,15;1,3;1,2;VERB
financiación;financi;1,75;1,65;2,2;2,25;1,65;NOUN
financiamiento;financi;1,35;1,6;2,13;1,8;1,79;NOUN
financiar;financi;1,45;1,65;1,8;1,5;1,7;VERB
financiera;financ;2,05;2,1;1,68;2;1,65;ADJ
finca;finc;1,05;1,1;2,8;1,2;1;NOUN
fineza;finez;1,16;1,11;2,05;1,65;1,25;PROPN
fingir;fing;2,6;2,5;1,35;3;3;PROPN
finito;finit;2,2;1,8;1,8;1,85;1,4;ADJ
finlandés;finlandes;1,15;1,1;2,1;1,05;1;NOUN
finlandesa;finlandes;1,1;1,1;2,25;1,11;1,05;PROPN
fino;fin;1,27;1,13;1,7;1,17;1,23;ADJ
finura;finur;1,65;1,2;2,25;1,15;1,05;PROPN
fiordo;fiord;1;1,11;2,83;1,11;1,44;PROPN
firma;firm;1,23;1,83;2,27;1,43;1,23;NOUN
firmamento;firmament;1,53;1,8;2,77;1,3;1,1;NOUN
firmante;firmant;1,6;1,25;1,67;1,26;1,16;ADV
firmar;firm;1,1;1,5;2,3;1,35;1,32;VERB
firme;firm;1,47;1,8;2,17;1,37;1,43;ADJ
firmeza;firmez;1,25;1,45;2,85;1,85;1,3;NOUN
fiscal;fiscal;1,7;2,2;1,6;2,4;2,2;ADJ
fiscalía;fiscal;1,65;2,26;1,65;2,3;2,25;PROPN
fiscalidad;fiscal;1,55;2,16;1,4;1,95;2,05;NOUN
fiscalización;fiscaliz;1,65;1,6;1,16;2,16;1,9;NOUN
fisco;fisc;1,71;1,54;1,33;1,79;1,3;PROPN
física;fisic;1,4;1,55;1,95;1,45;2;PROPN
físico;fisic;1,55;1,7;2,65;1,85;1,4;ADJ
fisiología;fisiolog;1,2;1,35;1,95;1,35;1,65;NOUN
fisiológico;fisiolog;1,25;1,2;1,4;1,25;1,6;ADJ
fisión;fision;1,61;1,69;1,21;1,11;1,46;NOUN
fisioterapeuta;fisioterapeut;1,15;1,4;2,75;1,25;1,35;NOUN
fisioterapia;fisioterapi;1,1;1,25;2,85;1,15;1,1;ADJ
fisonomía;fisonom;1,25;1,06;1,94;1,06;1,17;NOUN
fisura;fisur;2,65;2,55;1,1;2,05;2,15;NOUN
flaco;flac;1,8;1,21;1,85;1,8;1,8;ADJ
flacura;flacur;2,35;1,84;1,56;1,68;2,15;NOUN
flagelo;flagel;1,84;1,88;1,44;1,89;2,35;NOUN
flagrante;flagrant;1,17;1,21;1,58;2,2;1,58;ADV
flamante;flamant;1,22;1,75;3,3;1,69;1,26;ADJ
flamenca;flamenc;1,15;1;2,7;1,5;1,35;PROPN
flamenco;flamenc;1,43;1,33;2,9;1,23;1,33;NOUN
flanco;flanc;2;1,83;1,36;1,37;1,53;PROPN
flaqueza;flaquez;2,6;2,35;1,6;2,1;1,65;NOUN
flash;flash;1,2;1,15;2,35;1,4;1,21;PROPN
flauta;flaut;1,2;1,2;2,2;1,75;1,35;NOUN
flautín;flautin;1,05;1,05;2,32;1,2;1,26;PROPN
flecha;flech;1,87;3,27;1,43;2,17;1,47;NOUN
flemón;flemon;1,86;1,83;1;1,72;4,1;PROPN
flexibilidad;flexibil;1,15;1,35;3,15;1,05;1,35;NOUN
flexibilización;flexibiliz;1,2;1,59;1,85;1,15;1,1;NOUN
flexibilizar;flexibiliz;1,2;1,3;2,7;1,35;1,2;VERB
flexible;flexibl;1,1;1,17;2,63;1,1;1,23;ADJ
flexión;flexion;1,37;1,35;1,7;1,58;1,5;NOUN
flirtear;flirt;1,21;1,62;3,69;1,21;1,28;ADJ
flojo;floj;2,2;1,8;1,1;2;1,5;ADJ
flor;flor;1,43;1,17;3,87;1,1;1,13;PROPN
flora;flor;1;1,1;3,55;1,11;1,21;NOUN
floración;floracion;1,05;1;3,42;1,16;1,2;NOUN
floral;floral;1;1,15;3,3;1,15;1,05;ADJ
florecer;florec;1,17;1,17;4,03;1,13;1,17;VERB
floreciente;florecient;1,1;1,26;3,2;1,1;1,15;ADV
florecimiento;florec;1,1;1;4,2;1,15;1,2;ADJ
florentino;florentin;1,25;1,17;1,63;1,55;1,58;PROPN
flores;flor;1,5;1,05;3,7;1;1,1;NOUN
floresta;florest;1,42;1,2;2,5;1,46;1,23;ADJ
florete;floret;1,16;1,36;2;1,29;1,43;PROPN
florida;flor;1;1;2,85;1,05;1,16;PROPN
florista;florist;1,35;1,1;3,35;1;1,05;NOUN
flotación;flotacion;1,5;1,58;1,74;1,25;1,2;NOUN
flotar;flot;1,15;1,3;2,55;1,2;1,35;VERB
flote;flot;1,2;1,4;1,89;1,17;1,2;NOUN
flotilla;flotill;1,29;1,17;1,33;1,33;1,08;PROPN
fluctuación;fluctuacion;1,61;1,53;1,72;1,69;1,6;NOUN
fluidez;fluidez;1,05;1,35;3,05;1,25;1,1;NOUN
fluido;flu;1,15;1,2;2;1,2;2,1;ADJ
fluir;flu;1,2;1,2;2,55;1,05;1,5;VERB
flujo;fluj;1,16;1,6;2,35;1,45;2,6;NOUN
flúor;fluor;1,05;1,55;2,1;1,15;1,75;NOUN
fluvial;fluvial;1,2;1,2;2,26;1,2;1,47;ADJ
fobia;fobi;3,45;3,85;1,15;3,2;2,35;PROPN
foca;foc;1,23;1,23;3,23;1;1,23;VERB
focal;focal;1;1,05;1,82;1;1,17;ADJ
foco;foc;1,13;1,5;1,7;1,13;1,07;PROPN
fofo;fof;1,6;1,13;1,57;1,1;1,63;PROPN
fogata;fogat;1,3;1,74;2,55;1,7;1,55;VERB
fogón;fogon;1,35;2,25;2,65;1,53;1;PROPN
fogoso;fogos;1,4;1,42;3,32;1,35;1,32;ADJ
folclore;folclor;1,3;1,16;2,95;1,55;1,4;PROPN
folclórica;folclor;1,15;1,11;2,55;1,35;1,26;PROPN
folclórico;folclor;1,25;1,15;2,4;1,8;1,74;ADJ
folios;foli;1;1,1;2;1,3;1,15;NOUN
folk;folk;1,07;1,11;2,4;1,11;1,11;PROPN
follaje;follaj;1,37;1,3;2,4;1,05;1,11;NOUN
folleto;follet;1,13;1,13;1,23;1,23;1,17;NOUN
follón;follon;2,03;2,97;1,3;2,7;1,67;NOUN
fomentar;foment;1,1;1,2;3,2;1,25;1,2;VERB
fomento;foment;1,3;1,15;2,05;1,22;1,37;PROPN
fonda;fond;1,15;1;1,69;1,09;1,42;VERB
fondo;fond;1,4;1,7;1,45;1,15;1,1;NOUN
fonema;fonem;1,21;1,15;1,3;1,2;1,5;PROPN
fontanero;fontaner;1,13;1;1,23;1,13;1,27;NOUN
foral;foral;1,29;1,4;2;1,33;1,29;ADJ
forastero;foraster;1,27;1,4;1,83;1,23;1;PROPN
forense;forens;1,9;2,2;1,45;1,5;2,1;ADJ
forja;forj;1,21;1,44;1,37;1,11;1,21;PROPN
forjar;forj;1,25;1,5;2,26;1,3;1,26;VERB
forma;form;1,5;1,53;1,73;1,47;1,5;NOUN
formación;formacion;1,1;1,15;2,95;1,35;1,1;NOUN
formal;formal;1,5;1,4;2,07;1,17;1,2;ADJ
formalidad;formal;1,4;1,2;3,2;1,6;1,3;NOUN
formalismo;formal;1,79;1,6;1,74;2,15;1,95;NOUN
formalización;formaliz;1,1;1,4;2,15;1,55;1,45;NOUN
formalizar;formaliz;1,35;1,25;2,65;1,6;1,35;VERB
formar;form;1,05;1,1;2,75;1,35;1,25;VERB
formativo;format;1,1;1,15;1,9;1,2;1,2;ADJ
formato;format;1,15;1,25;1,6;1,3;1,15;NOUN
formidable;formid;1,55;1,05;3,7;1,15;1,15;ADJ
fórmula;formul;1,05;1,25;1,45;1,5;1,5;PROPN
formulación;formul;1,35;1,35;1,6;1,26;1,4;NOUN
formular;formul;1,15;1,05;1,7;1,3;1,15;VERB
formulario;formulari;1,25;1,35;1,85;1,8;1,4;ADJ
fornido;forn;1,35;1,55;2,5;1,85;1,67;ADJ
foro;for;1,42;1,15;2;1,5;1,45;NOUN
forraje;forraj;1,15;1;1,65;1,53;1,16;NOUN
forro;forr;1,4;1,15;2,1;1,1;1,45;PROPN
fortalecer;fortalec;1,15;1,35;3,85;1,35;1,05;VERB
fortalecimiento;fortalec;1,3;1,5;3,45;1,2;1,05;NOUN
fortaleza;fortalez;1,2;1,67;3,17;1,63;1,23;NOUN
fortificación;fortif;1,45;1,84;2,2;1,55;1,05;NOUN
fortuito;fortuit;1,24;1,83;2,69;1,24;1,03;PROPN
fortuna;fortun;1,14;1,3;4,43;1,17;1,24;NOUN
forzar;forz;3,45;3,1;1,15;3,15;3;VERB
forzosa;forzos;2,05;2,3;1,25;3,15;2;ADJ
fosa;fos;3;2,58;1,2;2,65;2,9;PROPN
fosfato;fosfat;1,2;1,21;1,8;1,37;1,4;PROPN
fosforito;fosforit;1;1,05;2,65;1,25;1,5;PROPN
fósforo;fosfor;1;1,6;1,65;1,35;1,4;NOUN
fósil;fosil;1,55;1,1;2,15;1,15;1,25;PROPN
fósiles;fosil;1,7;1,05;2,15;1,4;1,25;NOUN
foso;fos;2,7;3,05;1,1;1,65;2,7;ADJ
foto;fot;1,6;1,3;3,95;1,2;1,1;NOUN
fotocopia;fotocopi;1,15;1,05;1,6;1;1,1;ADJ
fotocopias;fotocopi;1,3;1,1;1,85;1,35;1,35;NOUN
fotógrafa;fotograf;1,2;1,13;2,77;1,13;1,1;ADV
fotografía;fotograf;1,35;1,15;3,3;1,25;1,05;PROPN
fotografía;fotograf;2,2;1,7;3,47;1,7;1,5;PROPN
fotografiar;fotografi;1,05;1,05;3,75;1,15;1,1;VERB
fotógrafo;fotograf;1,17;1,2;2,87;1,2;1,23;NOUN
fotón;foton;1;1,15;2,53;1,3;1,1;NOUN
frac;frac;1,27;1,12;1,33;1,75;1,81;PROPN
fracasado;fracas;4,43;3,13;1;2,87;1,77;ADJ
fracasar;fracas;4,26;3,95;1;3,89;2,8;VERB
fracaso;fracas;3,9;3,3;1,03;3,3;1,53;NOUN
fracción;fraccion;1,52;1,34;1,28;1,24;1,31;NOUN
fractura;fractur;2,45;2,6;1,25;2,42;2,79;NOUN
fragancia;fraganci;1,33;1,03;3;1,1;1,33;NOUN
fragata;fragat;1,53;1,17;1,94;1,5;1,69;PROPN
frágil;fragil;2,55;2,55;1,6;1,45;1,42;ADJ
fragilidad;fragil;3,07;3,43;1,17;1,83;1,57;NOUN
fragmentación;fragment;2,5;1,65;1,35;1,95;1,45;NOUN
fragmento;fragment;1,25;1,25;1,65;1,5;1,3;NOUN
fragor;fragor;1,5;1,29;1,82;2;1,5;PROPN
fragua;fragu;1,44;1,21;1,27;1,5;1,3;NOUN
fraile;frail;1,39;1,78;1,68;1,47;1,79;PROPN
frailes;frail;2,11;1,61;1,47;2,3;2,16;ADJ
frambuesa;frambues;1,1;1;3,45;1;1,15;PROPN
francés;frances;1;1,35;1,95;1,5;1,1;ADJ
francesitas;francesit;1,16;1,05;1,83;1,55;1,44;NOUN
francio;franci;1,5;1,42;1,33;1,43;1,78;NOUN
franciscano;franciscan;1,47;1,26;1,45;1,67;1,89;ADJ
franco;franc;2,25;2,05;1,45;2,4;2,15;PROPN
francotirador;francotir;3,65;3,85;1,5;3,35;2,42;ADJ
franela;franel;1,31;1,05;2,13;1,3;1,16;PROPN
franja;franj;1,32;1,55;1,5;1,35;1,2;NOUN
franquear;franqu;1,89;1,79;1,56;1,44;1,37;VERB
franqueza;franquez;1,4;1,15;2,85;1,21;1,15;NOUN
franquicia;franquici;1,75;1,75;1,75;1,5;1,2;NOUN
franquismo;franquism;3,5;3,75;1,05;3,75;4,65;NOUN
franquista;franquist;3;3,85;1,05;3,95;4,05;NOUN
frasco;frasc;1,1;1,35;1,8;1,1;1,25;PROPN
frase;fras;1,57;1,5;1,77;1,4;1,37;NOUN
fraternal;fraternal;1,35;1,15;3,5;1,26;1,1;ADJ
fraternidad;fratern;1,1;1,1;4,07;1,07;1,03;NOUN
fraude;fraud;3,5;2,6;1,03;4,37;3,4;NOUN
fraudulenta;fraudulent;2,9;2,6;1,06;3,74;2,83;NOUN
fray;fray;1,6;1,64;1,77;1,5;1,5;PROPN
frecuencia;frecuenci;1,05;1;2,05;1,05;1,2;NOUN
frecuentar;frecuent;1,45;1,25;2,55;1,45;1,15;VERB
frecuente;frecuent;1,47;1,5;2,45;1,4;1,3;ADJ
fregadero;fregader;1,4;1;1,2;1,35;2,6;PROPN
fregona;fregon;1,33;1;1,3;1,13;2,17;NOUN
freidora;freidor;1,05;1,6;1,9;1,65;2,55;PROPN
fréjoles;frejol;1,17;1,44;2,06;1,38;2,15;ADJ
frenado;fren;1,5;2,05;1,5;2;1,45;ADJ
frenar;fren;1,8;1,6;1,8;1,6;1,5;VERB
frenesí;frenes;1,71;2;3;1,56;1,12;PROPN
frenético;frenet;1,7;2,4;1,94;2,1;1,55;ADJ
freno;fren;1,7;1,45;1,45;1,25;1,15;NOUN
frente;frent;1,15;1,1;1,85;1,65;1,2;ADV
fresa;fres;1;1;3,85;1,35;1,68;ADJ
fresas;fres;1,2;1,15;3,7;1,3;1,4;NOUN
fresco;fresc;1,23;1,13;3;1,23;1,13;PROPN
frescura;frescur;1,1;1,1;3,8;1,15;1;NOUN
fresno;fresn;1,06;1,29;2,63;1;1,07;ADV
fresón;freson;1;1,25;3,21;1,2;1,15;NOUN
fría;fri;2,1;1,55;1,6;1,85;1,75;NOUN
frialdad;friald;2,7;2,13;1,23;2;2,07;NOUN
fricción;friccion;1,32;1,35;1,3;1,7;1,84;NOUN
frijol;frijol;1,32;1;2,21;1,17;1,79;PROPN
frío;fri;2,63;1,57;1,33;1,37;1,33;NOUN
frivolidad;frivol;3,35;2,7;1,05;3;2,25;NOUN
frívolo;frivol;2,95;2,65;1,25;2,7;2,95;ADJ
frondosa;frondos;1,26;1,63;2,9;1,39;1,28;PROPN
frondoso;frondos;1,23;1,93;2,4;1,17;1,37;NOUN
frontal;frontal;1,05;1,1;1,9;1,35;1,1;ADJ
frontenis;frontenis;1;1;1,71;1,44;1,21;NOUN
frontera;fronter;2,65;1,8;2;2,35;2,3;NOUN
